block,stationID,status,payType,weekDay,holiday,flow
93,2,1,2,3,0,31.0
94,2,1,2,3,0,70.0
95,2,1,2,3,0,51.0
96,2,1,2,3,0,29.0
97,2,1,2,3,0,33.0
98,2,1,2,3,0,47.0
99,2,1,2,3,0,35.0
100,2,1,2,3,0,47.0
101,2,1,2,3,0,55.0
102,2,1,2,3,0,62.0
103,2,1,2,3,0,123.0
104,2,1,2,3,0,144.0
105,2,1,2,3,0,111.0
106,2,1,2,3,0,128.0
107,2,1,2,3,0,198.0
108,2,1,2,3,0,132.0
109,2,1,2,3,0,198.0
110,2,1,2,3,0,192.0
111,2,1,2,3,0,170.0
112,2,1,2,3,0,130.0
113,2,1,2,3,0,101.0
114,2,1,2,3,0,68.0
115,2,1,2,3,0,82.0
116,2,1,2,3,0,65.0
117,2,1,2,3,0,50.0
118,2,1,2,3,0,49.0
119,2,1,2,3,0,48.0
120,2,1,2,3,0,56.0
121,2,1,2,3,0,50.0
122,2,1,2,3,0,52.0
123,2,1,2,3,0,42.0
124,2,1,2,3,0,42.0
125,2,1,2,3,0,56.0
126,2,1,2,3,0,40.0
127,2,1,2,3,0,42.0
128,2,1,2,3,0,54.0
129,2,1,2,3,0,50.0
130,2,1,2,3,0,50.0
131,2,1,2,3,0,26.0
132,2,1,2,3,0,29.0
133,2,1,2,3,0,15.0
134,2,1,2,3,0,20.0
135,2,1,2,3,0,14.0
136,2,1,2,3,0,12.0
137,2,1,2,3,0,2.0
138,2,1,2,3,0,3.0
139,2,1,2,3,0,0.0
140,2,1,2,3,0,1.0
141,2,1,2,3,0,0.0
142,2,1,2,3,0,0.0
143,2,1,2,3,0,0.0
0,2,1,3,3,0,0.0
1,2,1,3,3,0,0.0
2,2,1,3,3,0,0.0
3,2,1,3,3,0,0.0
4,2,1,3,3,0,0.0
5,2,1,3,3,0,0.0
6,2,1,3,3,0,0.0
7,2,1,3,3,0,0.0
8,2,1,3,3,0,0.0
9,2,1,3,3,0,0.0
10,2,1,3,3,0,0.0
11,2,1,3,3,0,0.0
12,2,1,3,3,0,0.0
13,2,1,3,3,0,0.0
14,2,1,3,3,0,0.0
15,2,1,3,3,0,0.0
16,2,1,3,3,0,0.0
17,2,1,3,3,0,0.0
18,2,1,3,3,0,0.0
19,2,1,3,3,0,0.0
20,2,1,3,3,0,0.0
21,2,1,3,3,0,0.0
22,2,1,3,3,0,0.0
23,2,1,3,3,0,0.0
24,2,1,3,3,0,0.0
25,2,1,3,3,0,0.0
26,2,1,3,3,0,0.0
27,2,1,3,3,0,0.0
28,2,1,3,3,0,0.0
29,2,1,3,3,0,0.0
30,2,1,3,3,0,0.0
31,2,1,3,3,0,0.0
32,2,1,3,3,0,0.0
33,2,1,3,3,0,0.0
34,2,1,3,3,0,6.0
35,2,1,3,3,0,1.0
36,2,1,3,3,0,8.0
37,2,1,3,3,0,8.0
38,2,1,3,3,0,7.0
39,2,1,3,3,0,9.0
40,2,1,3,3,0,15.0
41,2,1,3,3,0,12.0
42,2,1,3,3,0,13.0
43,2,1,3,3,0,12.0
44,2,1,3,3,0,13.0
45,2,1,3,3,0,15.0
46,2,1,3,3,0,17.0
47,2,1,3,3,0,15.0
48,2,1,3,3,0,19.0
49,2,1,3,3,0,17.0
50,2,1,3,3,0,25.0
51,2,1,3,3,0,13.0
52,2,1,3,3,0,12.0
53,2,1,3,3,0,13.0
54,2,1,3,3,0,31.0
55,2,1,3,3,0,21.0
56,2,1,3,3,0,22.0
57,2,1,3,3,0,7.0
58,2,1,3,3,0,26.0
59,2,1,3,3,0,24.0
60,2,1,3,3,0,19.0
61,2,1,3,3,0,19.0
62,2,1,3,3,0,16.0
63,2,1,3,3,0,15.0
64,2,1,3,3,0,17.0
65,2,1,3,3,0,16.0
66,2,1,3,3,0,15.0
67,2,1,3,3,0,22.0
68,2,1,3,3,0,23.0
69,2,1,3,3,0,10.0
70,2,1,3,3,0,18.0
71,2,1,3,3,0,13.0
72,2,1,3,3,0,15.0
73,2,1,3,3,0,17.0
74,2,1,3,3,0,15.0
75,2,1,3,3,0,29.0
76,2,1,3,3,0,19.0
77,2,1,3,3,0,31.0
78,2,1,3,3,0,10.0
79,2,1,3,3,0,13.0
80,2,1,3,3,0,20.0
81,2,1,3,3,0,19.0
82,2,1,3,3,0,20.0
83,2,1,3,3,0,26.0
84,2,1,3,3,0,9.0
85,2,1,3,3,0,12.0
86,2,1,3,3,0,15.0
87,2,1,3,3,0,17.0
88,2,1,3,3,0,7.0
89,2,1,3,3,0,12.0
90,2,1,3,3,0,17.0
91,2,1,3,3,0,11.0
92,2,1,3,3,0,16.0
93,2,1,3,3,0,7.0
94,2,1,3,3,0,16.0
95,2,1,3,3,0,11.0
96,2,1,3,3,0,11.0
97,2,1,3,3,0,16.0
98,2,1,3,3,0,12.0
99,2,1,3,3,0,32.0
100,2,1,3,3,0,11.0
101,2,1,3,3,0,18.0
102,2,1,3,3,0,22.0
103,2,1,3,3,0,18.0
104,2,1,3,3,0,26.0
105,2,1,3,3,0,19.0
106,2,1,3,3,0,28.0
107,2,1,3,3,0,10.0
108,2,1,3,3,0,13.0
109,2,1,3,3,0,15.0
110,2,1,3,3,0,7.0
111,2,1,3,3,0,9.0
112,2,1,3,3,0,17.0
113,2,1,3,3,0,10.0
114,2,1,3,3,0,6.0
115,2,1,3,3,0,10.0
116,2,1,3,3,0,6.0
117,2,1,3,3,0,5.0
118,2,1,3,3,0,11.0
119,2,1,3,3,0,3.0
120,2,1,3,3,0,6.0
121,2,1,3,3,0,2.0
122,2,1,3,3,0,7.0
123,2,1,3,3,0,5.0
124,2,1,3,3,0,2.0
125,2,1,3,3,0,6.0
126,2,1,3,3,0,4.0
127,2,1,3,3,0,3.0
128,2,1,3,3,0,1.0
129,2,1,3,3,0,5.0
130,2,1,3,3,0,3.0
131,2,1,3,3,0,0.0
132,2,1,3,3,0,5.0
133,2,1,3,3,0,3.0
134,2,1,3,3,0,0.0
135,2,1,3,3,0,2.0
136,2,1,3,3,0,2.0
137,2,1,3,3,0,0.0
138,2,1,3,3,0,0.0
139,2,1,3,3,0,1.0
140,2,1,3,3,0,0.0
141,2,1,3,3,0,0.0
142,2,1,3,3,0,0.0
143,2,1,3,3,0,0.0
0,3,0,0,3,0,0.0
1,3,0,0,3,0,0.0
2,3,0,0,3,0,0.0
3,3,0,0,3,0,0.0
4,3,0,0,3,0,0.0
5,3,0,0,3,0,0.0
6,3,0,0,3,0,0.0
7,3,0,0,3,0,0.0
8,3,0,0,3,0,0.0
9,3,0,0,3,0,0.0
10,3,0,0,3,0,0.0
11,3,0,0,3,0,0.0
12,3,0,0,3,0,0.0
13,3,0,0,3,0,0.0
14,3,0,0,3,0,0.0
15,3,0,0,3,0,0.0
16,3,0,0,3,0,0.0
17,3,0,0,3,0,0.0
18,3,0,0,3,0,0.0
19,3,0,0,3,0,0.0
20,3,0,0,3,0,0.0
21,3,0,0,3,0,0.0
22,3,0,0,3,0,0.0
23,3,0,0,3,0,0.0
24,3,0,0,3,0,0.0
25,3,0,0,3,0,0.0
26,3,0,0,3,0,0.0
27,3,0,0,3,0,0.0
28,3,0,0,3,0,0.0
29,3,0,0,3,0,0.0
30,3,0,0,3,0,0.0
31,3,0,0,3,0,0.0
32,3,0,0,3,0,0.0
33,3,0,0,3,0,0.0
34,3,0,0,3,0,0.0
35,3,0,0,3,0,0.0
36,3,0,0,3,0,0.0
37,3,0,0,3,0,0.0
38,3,0,0,3,0,0.0
39,3,0,0,3,0,0.0
40,3,0,0,3,0,0.0
41,3,0,0,3,0,0.0
42,3,0,0,3,0,3.0
43,3,0,0,3,0,1.0
44,3,0,0,3,0,4.0
45,3,0,0,3,0,7.0
46,3,0,0,3,0,9.0
47,3,0,0,3,0,28.0
48,3,0,0,3,0,13.0
49,3,0,0,3,0,21.0
50,3,0,0,3,0,46.0
51,3,0,0,3,0,66.0
52,3,0,0,3,0,49.0
53,3,0,0,3,0,46.0
54,3,0,0,3,0,48.0
55,3,0,0,3,0,23.0
56,3,0,0,3,0,11.0
57,3,0,0,3,0,5.0
58,3,0,0,3,0,6.0
59,3,0,0,3,0,12.0
60,3,0,0,3,0,4.0
61,3,0,0,3,0,6.0
62,3,0,0,3,0,2.0
63,3,0,0,3,0,3.0
64,3,0,0,3,0,6.0
65,3,0,0,3,0,7.0
66,3,0,0,3,0,5.0
67,3,0,0,3,0,5.0
68,3,0,0,3,0,5.0
69,3,0,0,3,0,7.0
70,3,0,0,3,0,7.0
71,3,0,0,3,0,5.0
72,3,0,0,3,0,6.0
73,3,0,0,3,0,8.0
74,3,0,0,3,0,10.0
75,3,0,0,3,0,17.0
76,3,0,0,3,0,14.0
77,3,0,0,3,0,6.0
78,3,0,0,3,0,6.0
79,3,0,0,3,0,3.0
80,3,0,0,3,0,8.0
81,3,0,0,3,0,5.0
82,3,0,0,3,0,4.0
83,3,0,0,3,0,7.0
84,3,0,0,3,0,9.0
85,3,0,0,3,0,5.0
86,3,0,0,3,0,9.0
87,3,0,0,3,0,4.0
88,3,0,0,3,0,7.0
89,3,0,0,3,0,13.0
90,3,0,0,3,0,8.0
91,3,0,0,3,0,5.0
92,3,0,0,3,0,6.0
93,3,0,0,3,0,9.0
94,3,0,0,3,0,13.0
95,3,0,0,3,0,13.0
96,3,0,0,3,0,9.0
97,3,0,0,3,0,11.0
98,3,0,0,3,0,18.0
99,3,0,0,3,0,7.0
100,3,0,0,3,0,15.0
101,3,0,0,3,0,16.0
102,3,0,0,3,0,13.0
103,3,0,0,3,0,21.0
104,3,0,0,3,0,42.0
105,3,0,0,3,0,67.0
106,3,0,0,3,0,38.0
107,3,0,0,3,0,75.0
108,3,0,0,3,0,73.0
109,3,0,0,3,0,111.0
110,3,0,0,3,0,82.0
111,3,0,0,3,0,87.0
112,3,0,0,3,0,55.0
113,3,0,0,3,0,37.0
114,3,0,0,3,0,50.0
115,3,0,0,3,0,39.0
116,3,0,0,3,0,35.0
117,3,0,0,3,0,44.0
118,3,0,0,3,0,25.0
119,3,0,0,3,0,36.0
120,3,0,0,3,0,24.0
121,3,0,0,3,0,21.0
122,3,0,0,3,0,35.0
123,3,0,0,3,0,35.0
124,3,0,0,3,0,30.0
125,3,0,0,3,0,35.0
126,3,0,0,3,0,39.0
127,3,0,0,3,0,41.0
128,3,0,0,3,0,51.0
129,3,0,0,3,0,39.0
130,3,0,0,3,0,32.0
131,3,0,0,3,0,24.0
132,3,0,0,3,0,16.0
133,3,0,0,3,0,36.0
134,3,0,0,3,0,20.0
135,3,0,0,3,0,27.0
136,3,0,0,3,0,15.0
137,3,0,0,3,0,21.0
138,3,0,0,3,0,2.0
139,3,0,0,3,0,6.0
140,3,0,0,3,0,1.0
141,3,0,0,3,0,3.0
142,3,0,0,3,0,4.0
143,3,0,0,3,0,2.0
0,3,0,1,3,0,0.0
1,3,0,1,3,0,0.0
2,3,0,1,3,0,0.0
3,3,0,1,3,0,0.0
4,3,0,1,3,0,0.0
5,3,0,1,3,0,0.0
6,3,0,1,3,0,0.0
7,3,0,1,3,0,0.0
8,3,0,1,3,0,0.0
9,3,0,1,3,0,0.0
10,3,0,1,3,0,0.0
11,3,0,1,3,0,0.0
12,3,0,1,3,0,0.0
13,3,0,1,3,0,0.0
14,3,0,1,3,0,0.0
15,3,0,1,3,0,0.0
16,3,0,1,3,0,0.0
17,3,0,1,3,0,0.0
18,3,0,1,3,0,0.0
19,3,0,1,3,0,0.0
20,3,0,1,3,0,0.0
21,3,0,1,3,0,0.0
22,3,0,1,3,0,0.0
23,3,0,1,3,0,0.0
24,3,0,1,3,0,0.0
25,3,0,1,3,0,0.0
26,3,0,1,3,0,0.0
27,3,0,1,3,0,0.0
28,3,0,1,3,0,0.0
29,3,0,1,3,0,0.0
30,3,0,1,3,0,0.0
31,3,0,1,3,0,0.0
32,3,0,1,3,0,0.0
33,3,0,1,3,0,0.0
34,3,0,1,3,0,0.0
35,3,0,1,3,0,0.0
36,3,0,1,3,0,0.0
37,3,0,1,3,0,0.0
38,3,0,1,3,0,2.0
39,3,0,1,3,0,0.0
40,3,0,1,3,0,2.0
41,3,0,1,3,0,2.0
42,3,0,1,3,0,2.0
43,3,0,1,3,0,10.0
44,3,0,1,3,0,12.0
45,3,0,1,3,0,15.0
46,3,0,1,3,0,21.0
47,3,0,1,3,0,56.0
48,3,0,1,3,0,37.0
49,3,0,1,3,0,60.0
50,3,0,1,3,0,87.0
51,3,0,1,3,0,106.0
52,3,0,1,3,0,100.0
53,3,0,1,3,0,87.0
54,3,0,1,3,0,91.0
55,3,0,1,3,0,48.0
56,3,0,1,3,0,51.0
57,3,0,1,3,0,46.0
58,3,0,1,3,0,21.0
59,3,0,1,3,0,26.0
60,3,0,1,3,0,22.0
61,3,0,1,3,0,34.0
62,3,0,1,3,0,16.0
63,3,0,1,3,0,13.0
64,3,0,1,3,0,24.0
65,3,0,1,3,0,19.0
66,3,0,1,3,0,17.0
67,3,0,1,3,0,31.0
68,3,0,1,3,0,19.0
69,3,0,1,3,0,19.0
70,3,0,1,3,0,22.0
71,3,0,1,3,0,33.0
72,3,0,1,3,0,16.0
73,3,0,1,3,0,21.0
74,3,0,1,3,0,26.0
75,3,0,1,3,0,32.0
76,3,0,1,3,0,41.0
77,3,0,1,3,0,32.0
78,3,0,1,3,0,27.0
79,3,0,1,3,0,34.0
80,3,0,1,3,0,25.0
81,3,0,1,3,0,25.0
82,3,0,1,3,0,35.0
83,3,0,1,3,0,31.0
84,3,0,1,3,0,33.0
85,3,0,1,3,0,32.0
86,3,0,1,3,0,37.0
87,3,0,1,3,0,32.0
88,3,0,1,3,0,35.0
89,3,0,1,3,0,13.0
90,3,0,1,3,0,40.0
91,3,0,1,3,0,33.0
92,3,0,1,3,0,38.0
93,3,0,1,3,0,40.0
94,3,0,1,3,0,43.0
95,3,0,1,3,0,43.0
96,3,0,1,3,0,53.0
97,3,0,1,3,0,53.0
98,3,0,1,3,0,62.0
99,3,0,1,3,0,38.0
100,3,0,1,3,0,59.0
101,3,0,1,3,0,71.0
102,3,0,1,3,0,48.0
103,3,0,1,3,0,97.0
104,3,0,1,3,0,101.0
105,3,0,1,3,0,110.0
106,3,0,1,3,0,92.0
107,3,0,1,3,0,152.0
108,3,0,1,3,0,116.0
109,3,0,1,3,0,163.0
110,3,0,1,3,0,128.0
111,3,0,1,3,0,207.0
112,3,0,1,3,0,115.0
113,3,0,1,3,0,97.0
114,3,0,1,3,0,95.0
115,3,0,1,3,0,82.0
116,3,0,1,3,0,69.0
117,3,0,1,3,0,94.0
118,3,0,1,3,0,50.0
119,3,0,1,3,0,78.0
120,3,0,1,3,0,67.0
121,3,0,1,3,0,64.0
122,3,0,1,3,0,80.0
123,3,0,1,3,0,83.0
124,3,0,1,3,0,72.0
125,3,0,1,3,0,73.0
126,3,0,1,3,0,72.0
127,3,0,1,3,0,106.0
128,3,0,1,3,0,113.0
129,3,0,1,3,0,50.0
130,3,0,1,3,0,58.0
131,3,0,1,3,0,60.0
132,3,0,1,3,0,70.0
133,3,0,1,3,0,76.0
134,3,0,1,3,0,57.0
135,3,0,1,3,0,44.0
136,3,0,1,3,0,47.0
137,3,0,1,3,0,48.0
138,3,0,1,3,0,34.0
139,3,0,1,3,0,24.0
140,3,0,1,3,0,14.0
141,3,0,1,3,0,16.0
142,3,0,1,3,0,2.0
143,3,0,1,3,0,1.0
0,3,0,2,3,0,1.0
1,3,0,2,3,0,0.0
2,3,0,2,3,0,0.0
3,3,0,2,3,0,0.0
4,3,0,2,3,0,0.0
5,3,0,2,3,0,0.0
6,3,0,2,3,0,0.0
7,3,0,2,3,0,0.0
8,3,0,2,3,0,0.0
9,3,0,2,3,0,0.0
10,3,0,2,3,0,0.0
11,3,0,2,3,0,0.0
12,3,0,2,3,0,0.0
13,3,0,2,3,0,0.0
14,3,0,2,3,0,0.0
15,3,0,2,3,0,0.0
16,3,0,2,3,0,0.0
17,3,0,2,3,0,0.0
18,3,0,2,3,0,0.0
19,3,0,2,3,0,0.0
20,3,0,2,3,0,0.0
21,3,0,2,3,0,0.0
22,3,0,2,3,0,0.0
23,3,0,2,3,0,0.0
24,3,0,2,3,0,0.0
25,3,0,2,3,0,0.0
26,3,0,2,3,0,0.0
27,3,0,2,3,0,0.0
28,3,0,2,3,0,0.0
29,3,0,2,3,0,0.0
30,3,0,2,3,0,0.0
31,3,0,2,3,0,0.0
32,3,0,2,3,0,0.0
33,3,0,2,3,0,0.0
34,3,0,2,3,0,0.0
35,3,0,2,3,0,0.0
36,3,0,2,3,0,0.0
37,3,0,2,3,0,1.0
38,3,0,2,3,0,2.0
39,3,0,2,3,0,3.0
40,3,0,2,3,0,10.0
41,3,0,2,3,0,22.0
42,3,0,2,3,0,15.0
43,3,0,2,3,0,14.0
44,3,0,2,3,0,23.0
45,3,0,2,3,0,30.0
46,3,0,2,3,0,29.0
47,3,0,2,3,0,84.0
48,3,0,2,3,0,71.0
49,3,0,2,3,0,79.0
50,3,0,2,3,0,110.0
51,3,0,2,3,0,110.0
52,3,0,2,3,0,99.0
53,3,0,2,3,0,84.0
54,3,0,2,3,0,69.0
55,3,0,2,3,0,57.0
56,3,0,2,3,0,36.0
57,3,0,2,3,0,50.0
58,3,0,2,3,0,31.0
59,3,0,2,3,0,28.0
60,3,0,2,3,0,21.0
61,3,0,2,3,0,38.0
62,3,0,2,3,0,16.0
63,3,0,2,3,0,21.0
64,3,0,2,3,0,40.0
65,3,0,2,3,0,22.0
66,3,0,2,3,0,10.0
67,3,0,2,3,0,29.0
68,3,0,2,3,0,26.0
69,3,0,2,3,0,14.0
70,3,0,2,3,0,25.0
71,3,0,2,3,0,30.0
72,3,0,2,3,0,39.0
73,3,0,2,3,0,30.0
74,3,0,2,3,0,18.0
75,3,0,2,3,0,27.0
76,3,0,2,3,0,52.0
77,3,0,2,3,0,23.0
78,3,0,2,3,0,20.0
79,3,0,2,3,0,40.0
80,3,0,2,3,0,20.0
81,3,0,2,3,0,28.0
82,3,0,2,3,0,26.0
83,3,0,2,3,0,39.0
84,3,0,2,3,0,25.0
85,3,0,2,3,0,35.0
86,3,0,2,3,0,47.0
87,3,0,2,3,0,38.0
88,3,0,2,3,0,30.0
89,3,0,2,3,0,23.0
90,3,0,2,3,0,37.0
91,3,0,2,3,0,35.0
92,3,0,2,3,0,56.0
93,3,0,2,3,0,40.0
94,3,0,2,3,0,37.0
95,3,0,2,3,0,53.0
96,3,0,2,3,0,39.0
97,3,0,2,3,0,49.0
98,3,0,2,3,0,59.0
99,3,0,2,3,0,39.0
100,3,0,2,3,0,52.0
101,3,0,2,3,0,64.0
102,3,0,2,3,0,42.0
103,3,0,2,3,0,67.0
104,3,0,2,3,0,100.0
105,3,0,2,3,0,132.0
106,3,0,2,3,0,83.0
107,3,0,2,3,0,108.0
108,3,0,2,3,0,108.0
109,3,0,2,3,0,152.0
110,3,0,2,3,0,111.0
111,3,0,2,3,0,176.0
112,3,0,2,3,0,73.0
113,3,0,2,3,0,65.0
114,3,0,2,3,0,81.0
115,3,0,2,3,0,56.0
116,3,0,2,3,0,56.0
117,3,0,2,3,0,69.0
118,3,0,2,3,0,41.0
119,3,0,2,3,0,38.0
120,3,0,2,3,0,47.0
121,3,0,2,3,0,32.0
122,3,0,2,3,0,62.0
123,3,0,2,3,0,66.0
124,3,0,2,3,0,63.0
125,3,0,2,3,0,58.0
126,3,0,2,3,0,55.0
127,3,0,2,3,0,58.0
128,3,0,2,3,0,62.0
129,3,0,2,3,0,44.0
130,3,0,2,3,0,31.0
131,3,0,2,3,0,34.0
132,3,0,2,3,0,34.0
133,3,0,2,3,0,42.0
134,3,0,2,3,0,26.0
135,3,0,2,3,0,17.0
136,3,0,2,3,0,23.0
137,3,0,2,3,0,27.0
138,3,0,2,3,0,17.0
139,3,0,2,3,0,8.0
140,3,0,2,3,0,4.0
141,3,0,2,3,0,14.0
142,3,0,2,3,0,1.0
143,3,0,2,3,0,0.0
0,3,0,3,3,0,1.0
1,3,0,3,3,0,1.0
2,3,0,3,3,0,0.0
3,3,0,3,3,0,2.0
4,3,0,3,3,0,0.0
5,3,0,3,3,0,0.0
6,3,0,3,3,0,0.0
7,3,0,3,3,0,0.0
8,3,0,3,3,0,0.0
9,3,0,3,3,0,0.0
10,3,0,3,3,0,0.0
11,3,0,3,3,0,0.0
12,3,0,3,3,0,0.0
13,3,0,3,3,0,0.0
14,3,0,3,3,0,0.0
15,3,0,3,3,0,0.0
16,3,0,3,3,0,0.0
17,3,0,3,3,0,0.0
18,3,0,3,3,0,0.0
19,3,0,3,3,0,0.0
20,3,0,3,3,0,0.0
21,3,0,3,3,0,0.0
22,3,0,3,3,0,0.0
23,3,0,3,3,0,0.0
24,3,0,3,3,0,0.0
25,3,0,3,3,0,0.0
26,3,0,3,3,0,0.0
27,3,0,3,3,0,0.0
28,3,0,3,3,0,0.0
29,3,0,3,3,0,0.0
30,3,0,3,3,0,0.0
31,3,0,3,3,0,0.0
32,3,0,3,3,0,0.0
33,3,0,3,3,0,0.0
34,3,0,3,3,0,0.0
35,3,0,3,3,0,0.0
36,3,0,3,3,0,0.0
37,3,0,3,3,0,0.0
38,3,0,3,3,0,3.0
39,3,0,3,3,0,1.0
40,3,0,3,3,0,2.0
41,3,0,3,3,0,2.0
42,3,0,3,3,0,2.0
43,3,0,3,3,0,5.0
44,3,0,3,3,0,1.0
45,3,0,3,3,0,3.0
46,3,0,3,3,0,0.0
47,3,0,3,3,0,5.0
48,3,0,3,3,0,4.0
49,3,0,3,3,0,4.0
50,3,0,3,3,0,3.0
51,3,0,3,3,0,8.0
52,3,0,3,3,0,3.0
53,3,0,3,3,0,8.0
54,3,0,3,3,0,4.0
55,3,0,3,3,0,7.0
56,3,0,3,3,0,10.0
57,3,0,3,3,0,8.0
58,3,0,3,3,0,11.0
59,3,0,3,3,0,7.0
60,3,0,3,3,0,14.0
61,3,0,3,3,0,4.0
62,3,0,3,3,0,5.0
63,3,0,3,3,0,11.0
64,3,0,3,3,0,3.0
65,3,0,3,3,0,12.0
66,3,0,3,3,0,9.0
67,3,0,3,3,0,7.0
68,3,0,3,3,0,3.0
69,3,0,3,3,0,5.0
70,3,0,3,3,0,10.0
71,3,0,3,3,0,9.0
72,3,0,3,3,0,8.0
73,3,0,3,3,0,10.0
74,3,0,3,3,0,4.0
75,3,0,3,3,0,5.0
76,3,0,3,3,0,8.0
77,3,0,3,3,0,4.0
78,3,0,3,3,0,5.0
79,3,0,3,3,0,3.0
80,3,0,3,3,0,9.0
81,3,0,3,3,0,7.0
82,3,0,3,3,0,6.0
83,3,0,3,3,0,14.0
84,3,0,3,3,0,11.0
85,3,0,3,3,0,4.0
86,3,0,3,3,0,5.0
87,3,0,3,3,0,7.0
88,3,0,3,3,0,12.0
89,3,0,3,3,0,10.0
90,3,0,3,3,0,10.0
91,3,0,3,3,0,11.0
92,3,0,3,3,0,5.0
93,3,0,3,3,0,9.0
94,3,0,3,3,0,14.0
95,3,0,3,3,0,7.0
96,3,0,3,3,0,4.0
97,3,0,3,3,0,15.0
98,3,0,3,3,0,19.0
99,3,0,3,3,0,8.0
100,3,0,3,3,0,6.0
101,3,0,3,3,0,6.0
102,3,0,3,3,0,11.0
103,3,0,3,3,0,13.0
104,3,0,3,3,0,13.0
105,3,0,3,3,0,13.0
106,3,0,3,3,0,10.0
107,3,0,3,3,0,11.0
108,3,0,3,3,0,6.0
109,3,0,3,3,0,14.0
110,3,0,3,3,0,7.0
111,3,0,3,3,0,19.0
112,3,0,3,3,0,7.0
113,3,0,3,3,0,8.0
114,3,0,3,3,0,9.0
115,3,0,3,3,0,7.0
116,3,0,3,3,0,3.0
117,3,0,3,3,0,6.0
118,3,0,3,3,0,5.0
119,3,0,3,3,0,9.0
120,3,0,3,3,0,14.0
121,3,0,3,3,0,5.0
122,3,0,3,3,0,8.0
123,3,0,3,3,0,10.0
124,3,0,3,3,0,7.0
125,3,0,3,3,0,5.0
126,3,0,3,3,0,11.0
127,3,0,3,3,0,3.0
128,3,0,3,3,0,7.0
129,3,0,3,3,0,5.0
130,3,0,3,3,0,1.0
131,3,0,3,3,0,1.0
132,3,0,3,3,0,8.0
133,3,0,3,3,0,7.0
134,3,0,3,3,0,5.0
135,3,0,3,3,0,2.0
136,3,0,3,3,0,6.0
137,3,0,3,3,0,5.0
138,3,0,3,3,0,2.0
139,3,0,3,3,0,1.0
140,3,0,3,3,0,0.0
141,3,0,3,3,0,0.0
142,3,0,3,3,0,0.0
143,3,0,3,3,0,1.0
0,3,1,0,3,0,0.0
1,3,1,0,3,0,0.0
2,3,1,0,3,0,0.0
3,3,1,0,3,0,0.0
4,3,1,0,3,0,0.0
5,3,1,0,3,0,0.0
6,3,1,0,3,0,0.0
7,3,1,0,3,0,0.0
8,3,1,0,3,0,0.0
9,3,1,0,3,0,0.0
10,3,1,0,3,0,0.0
11,3,1,0,3,0,0.0
12,3,1,0,3,0,0.0
13,3,1,0,3,0,0.0
14,3,1,0,3,0,0.0
15,3,1,0,3,0,0.0
16,3,1,0,3,0,0.0
17,3,1,0,3,0,0.0
18,3,1,0,3,0,0.0
19,3,1,0,3,0,0.0
20,3,1,0,3,0,0.0
21,3,1,0,3,0,0.0
22,3,1,0,3,0,0.0
23,3,1,0,3,0,0.0
24,3,1,0,3,0,0.0
25,3,1,0,3,0,0.0
26,3,1,0,3,0,0.0
27,3,1,0,3,0,0.0
28,3,1,0,3,0,0.0
29,3,1,0,3,0,0.0
30,3,1,0,3,0,0.0
31,3,1,0,3,0,0.0
32,3,1,0,3,0,0.0
33,3,1,0,3,0,0.0
34,3,1,0,3,0,0.0
35,3,1,0,3,0,4.0
36,3,1,0,3,0,0.0
37,3,1,0,3,0,2.0
38,3,1,0,3,0,0.0
39,3,1,0,3,0,7.0
40,3,1,0,3,0,10.0
41,3,1,0,3,0,13.0
42,3,1,0,3,0,26.0
43,3,1,0,3,0,26.0
44,3,1,0,3,0,65.0
45,3,1,0,3,0,86.0
46,3,1,0,3,0,149.0
47,3,1,0,3,0,198.0
48,3,1,0,3,0,159.0
49,3,1,0,3,0,137.0
50,3,1,0,3,0,126.0
51,3,1,0,3,0,115.0
52,3,1,0,3,0,86.0
53,3,1,0,3,0,60.0
54,3,1,0,3,0,52.0
55,3,1,0,3,0,53.0
56,3,1,0,3,0,30.0
57,3,1,0,3,0,23.0
58,3,1,0,3,0,15.0
59,3,1,0,3,0,9.0
60,3,1,0,3,0,12.0
61,3,1,0,3,0,8.0
62,3,1,0,3,0,13.0
63,3,1,0,3,0,7.0
64,3,1,0,3,0,9.0
65,3,1,0,3,0,11.0
66,3,1,0,3,0,10.0
67,3,1,0,3,0,4.0
68,3,1,0,3,0,7.0
69,3,1,0,3,0,8.0
70,3,1,0,3,0,7.0
71,3,1,0,3,0,5.0
72,3,1,0,3,0,8.0
73,3,1,0,3,0,5.0
74,3,1,0,3,0,4.0
75,3,1,0,3,0,8.0
76,3,1,0,3,0,4.0
77,3,1,0,3,0,10.0
78,3,1,0,3,0,7.0
79,3,1,0,3,0,10.0
80,3,1,0,3,0,6.0
81,3,1,0,3,0,7.0
82,3,1,0,3,0,9.0
83,3,1,0,3,0,5.0
84,3,1,0,3,0,8.0
85,3,1,0,3,0,2.0
86,3,1,0,3,0,4.0
87,3,1,0,3,0,4.0
88,3,1,0,3,0,5.0
89,3,1,0,3,0,7.0
90,3,1,0,3,0,7.0
91,3,1,0,3,0,5.0
92,3,1,0,3,0,4.0
93,3,1,0,3,0,6.0
94,3,1,0,3,0,9.0
95,3,1,0,3,0,9.0
96,3,1,0,3,0,8.0
97,3,1,0,3,0,5.0
98,3,1,0,3,0,7.0
99,3,1,0,3,0,8.0
100,3,1,0,3,0,5.0
101,3,1,0,3,0,22.0
